Headline,IDLink,PublishDate,Source,Title,Topic,TS1,TS2,TS3,stage,label_available
"A former World Bank Vice President, Dr. Oby Ezekwesili has said for an effective national rebranding and strong economy to become a reality,",1265,2015-11-12 07:46:15,THISDAY Live,"Nigeria's Economy Stunted by Lack of Accountability, Weak Private ...",economy,,,0.0,training,True
The data underscore the government's challenge to spur an economic recovery even after boosting fiscal stimulus and continued monetary,1273,2015-11-12 08:21:09,Bloomberg,China Credit Growth Falls as Tepid Economy Dents Loan Demand,economy,,,2.0,training,True
"Additionally, for the first time this work includes an extended analysis of the economic impact of Welsh universities across all the regions of",1267,2015-11-12 08:42:13,Business News Wales (press release),International Students and their Impact on the Welsh Economy,economy,0.0,0.0,0.0,training,True
"Economic inactivity has reached a six year high in Northern Ireland, prolonging a key cause for concern for the province, it's been claimed.",1274,2015-11-12 09:08:11,Belfast Telegraph,Stagnant Northern Ireland economy raises fears for long-term ...,economy,0.0,0.0,0.0,training,True
"(WDRB) """""" A Louisville man has filed a lawsuit against the embattled Economy Inn on Bardstown Road, claiming he was shot while staying at",1474,2015-11-12 21:00:14,WDRB,Lawsuit against Economy Inn claims man on 'no-rent' list shot guest,economy,,,5.0,training,True
"WASHINGTON (MarketWatch) - The U.S. economy is overcoming the &quot;sizable shock&quot; from the dollar's appreciation and foreign weakness, said",1503,2015-11-12 23:01:10,MarketWatch,Fed's Fischer sees US economy overcoming dollar rise and foreign ...,economy,,6.0,6.0,training,True
"Chinese 'low-level' banking crisis biggest threat to global economy a good place to maintain some growth in the Chinese economy,&quot; he said.",1496,2015-11-12 23:05:13,Sydney Morning Herald,Chinese 'low-level' banking crisis biggest threat to global economy,economy,,0.0,0.0,training,True
Marriages by same-sex couples have generated an estimated $813 million boost to state and local economies and $52 million in state and,1504,2015-11-12 23:20:10,UC Los Angeles,Weddings of same-sex couples boosted US economy by $813 million,economy,,0.0,0.0,training,True
"Mauled economy seeks a way out. 13 Nov 2015 00:00 Lisa Steyn. Everything seems stacked against South Africa, and the Reserve Bank decides on interest",1506,2015-11-12 23:32:11,Mail & Guardian Online,Mauled economy seeks a way out,economy,0.0,0.0,0.0,training,True
Australia's investor visa program for high-net-worth individuals provides little or no economic benefit to the community outside of fund managers,1525,2015-11-13 01:07:12,Bloomberg,"Aussie Wealthy Investor Visas Benefit Fund Managers, Not Economy",economy,,0.0,0.0,training,True
This week's Republican presidential debate was on the whole a very grown up affair that finally focused on the sluggish Obama economy.,1529,2015-11-13 01:20:11,Washington Times,DONALD LAMBRO: Republicans focus on the sluggish economy,economy,,,1.0,training,True
Cisco is concerned about China's weakened economy. The networking titan reported solid first quarter earnings of 59 cents per share on sales,1528,2015-11-13 01:51:10,Fortune,Cisco Feels the Pain of a Weakened China Economy,economy,3.0,3.0,6.0,training,True
"Wooing British investors, Prime Minister Narendra Modi on Thursday said that &quot;necessary conditions&quot; for take-off of the Indian economy have",1537,2015-11-13 02:21:13,Moneycontrol.com,Conditions for take-off of economy to get better: PM Modi,economy,,,1.0,training,True
"The economy could lose 400,000 to 600,000 jobs if the World Trade Organization elevates China's status to a market economy, a move that",1553,2015-11-13 04:15:11,Tribune-Review,U.S. steel producers oppose WTO's reclassification of China as ...,economy,,0.0,0.0,training,True
He said that the new rules would &quot;gut our economy.&quot; I went to the North Dakota Health Department website and read Glatt's job description;,1560,2015-11-13 04:26:14,Grand Forks Herald,"LETTER: Health official's duty is health, not economy",economy,,,0.0,training,True
"ZIMBABWE has been in the grip of a serious economic crisis for nearly 15 years with the government, according to the opposition, clueless over",1557,2015-11-13 05:03:10,New Zimbabwe.com,"3 simple solutions for economy woe, US",economy,0.0,0.0,0.0,training,True
"Va., touted the need to diversify the state's economy during a town hall meeting Thursday night in Fairmont. The decline in coal and natural gas",1558,2015-11-13 05:04:11,The Exponent Telegram (press release) (registration),McKinley advocates diversifying the economy,economy,0.0,0.0,0.0,training,True
"""""""It improves the economy because you have the work people are doing and the work robots are doing, so the economy is growing."""""".",1696,2015-11-13 13:03:14,Business Insider Australia,Why robots won't destroy the economy,economy,,0.0,0.0,training,True
Hopes for a euro boom in 2015 had to be tempered on Friday morning after the preliminary estimate for third-quarter growth in the area came in,1706,2015-11-13 13:22:11,Bloomberg,Barclays: The European Economy Was Flying on Just One Engine in ...,economy,,2.0,2.0,training,True
"Saskatchewan's economy is expected to dip by 0.1 per cent in 2015, the first year of negative economic growth in the province since 2009,",1722,2015-11-13 14:07:11,Regina Leader-Post,Saskatchewan economy forecast to dip 0.1% in 2015,economy,,,0.0,training,True
Nashville banks have nearly made as much money just nine months into this year as they did in all of 2014.,1714,2015-11-13 14:17:14,Nashville Business Journal,Nashville's white-hot economy boosts banks,economy,2.0,2.0,2.0,training,True
"FXStreet (Edinburgh) - Cleveland Fed President Loretta Mester has argued that the US economy is ready for a rate hike, while she remains",1725,2015-11-13 14:38:10,FXStreet,US economy ready for higher rates  Fed's L.Mester,economy,,,4.0,training,True
"Despite the contraction of the country's GDP, the Russian economy has seen an uptick since September. The manufacturing and agricultural",1726,2015-11-13 14:54:11,Sputnik International,"Despite Oil, Sanctions Russia's Economy Proves Attractive for ...",economy,,1.0,2.0,training,True
"The US economy can handle a rate increase and the longer interest rates remain at zero the greater the risks to financial stability, Mester said.",1727,2015-11-13 15:06:13,DIGITALLOOK,Fed's Mester says economy can handle rate hikes (15:02),economy,0.0,0.0,0.0,training,True
"The market would then seek to reduce emissions in the most efficient way, and particularly take those actions with the least economic and",1733,2015-11-13 15:12:14,Financial Post,Jack M. Mintz: Chaotic carbon policies distort the economy,economy,,0.0,1.0,training,True
You might think that the ups and downs of the economies of Asia are a pretty distant irrelevance to our everyday lives here in Yorkshire and the,1732,2015-11-13 15:18:12,Yorkshire Post,Why events on distant shores can shape the UK's domestic economy,economy,,0.0,0.0,training,True
"Baylor University's big game Saturday against the Oklahoma Sooners is expected to generate lots of business for local restaurants, hotels and",1830,2015-11-13 23:03:12,Waco Tribune-Herald,GameDay serves as stimulus to Waco economy,economy,,,0.0,training,True
"THERE were no surprises when Bank Negara released the third quarter (Q3) economic data yesterday, with growth as measured by gross",1826,2015-11-13 23:29:18,The Star Online,Zeti: Still room to support economy,economy,,0.0,0.0,training,True
"But for the first time in Minnesota, the per capita production of garbage declined even as the economy was growing. """"""We are seeing a",1829,2015-11-13 23:49:12,Minneapolis Star Tribune,A first: waste in Minnesota declined as economy grew,economy,1.0,2.0,3.0,training,True
"The global economy is like a car, and despite low and even negative interest rates promoted by central banks across the world and the",1876,2015-11-14 10:01:11,The Globe and Mail (subscription),"We're revving the global economy's engine, but still moving too slowly",economy,0.0,0.0,0.0,training,True
"Since the global financial crisis, G20 economies have focused on regaining high rates of growth. Unfortunately, growth is indiscriminate in",1877,2015-11-14 10:01:11,The Globe and Mail (subscription),Six actions G20 countries must take to grow the economy inclusively,economy,0.0,0.0,0.0,training,True
"For one Chinese company that depends on global trade, fears over the worldwide economy have come to pass already. """"""The global economy",1902,2015-11-14 16:00:09,The Guardian,The global economy is slowing down. But is it recession  or ...,economy,,4.0,12.0,training,True
"What makes them dismaying is the political and economic backdrop. Lawmakers, most of them Republican, have steadfastly rejected policies",1903,2015-11-14 16:02:10,New York Times (blog),Taking Note | The Real Problem With the Economy,economy,2.0,5.0,5.0,training,True
"Using a bank is one element of being money savvy. Overall, we are not especially money savvy, says gobankingrates.com, a personal finance",1911,2015-11-14 16:10:17,Farmington Daily Times,Morgan: The underground economy looms,economy,,,0.0,training,True
"An economic analyst at Databank, Courage Kingsley Martey has stated that the absence of a broad-based economic system is to blame for the",1908,2015-11-14 16:38:10,Starr 103.5 FM,Market diversification key to a strong economy - Analysts,economy,0.0,0.0,1.0,training,True
Seven in 10 Greeks are pessimistic about the country's economic prospects while only a minority believe that the SYRIZA-led administration,1912,2015-11-14 16:46:10,Kathimerini,Greeks hold little hope for country's economy,economy,,0.0,0.0,training,True
"The street collectors that we see every day in the street and near trash bins recycle materials worth TL 2 billion annually. The collectors, who",1917,2015-11-14 17:13:14,Today's Zaman,Street collectors contribute TL 2 bln to economy,economy,,,0.0,training,True
China's decision to end its one-child policy is likely to affect the country's economy. Official Chinese media reported last month that all couples,1930,2015-11-14 21:04:10,VOA Learning English,Will New Two-Child Policy Lift China's Economy?,economy,,,4.0,training,True
"The best way to revamp Nigeria's dwindling fortunes is to tinker with the current policies, Dr Akinola Adebosin, an economic consultant with the",1942,2015-11-14 23:30:11,The Nation Newspaper,How Buhari can rekindle economy,economy,,0.0,0.0,training,True
"With China's yuan taking the biggest step yet toward joining the dollar and euro as a top-rank reserve currency, the global economy may be",1945,2015-11-15 00:17:09,Bloomberg,What the Rise of the Yuan Means for the Global Economy,economy,,,3.0,training,True
